Interface,Signal Name,Description,Direction,PinName,Function Number,Function select register,,,,,,,,
,XGPIOA[5],,I/O,IIC3_SCL,3,"FMUX_GPIO_REG_IOCTRL_IIC3_SCL
0x0300_1014",,,,,,,,
,XGPIOA[6],,I/O,IIC3_SDA,3,"FMUX_GPIO_REG_IOCTRL_IIC3_SDA
0x0300_1018",,,,,,,,
,XGPIOA[7],,I/O,SD0_CLK,3,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,XGPIOA[8],,I/O,SD0_CMD,3,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,XGPIOA[9],,I/O,SD0_D0,3,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,XGPIOA[10],,I/O,SD0_D1,3,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,XGPIOA[11],,I/O,SD0_D2,3,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,XGPIOA[12],,I/O,SD0_D3,3,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,XGPIOA[13],,I/O,SD0_CD,3,"FMUX_GPIO_REG_IOCTRL_SD0_CD
0x0300_1034",,,,,,,,
,XGPIOA[14],,I/O,SD0_PWR_EN,3,"FMUX_GPIO_REG_IOCTRL_SD0_PWR_EN
0x0300_1038",,,,,,,,
,XGPIOA[15],,I/O,SPK_EN,3,"FMUX_GPIO_REG_IOCTRL_SPK_EN
0x0300_103C",,,,,,,,
,XGPIOA[16],,I/O,UART0_TX,3,"FMUX_GPIO_REG_IOCTRL_UART0_TX
0x0300_1040",,,,,,,,
,XGPIOA[17],,I/O,UART0_RX,3,"FMUX_GPIO_REG_IOCTRL_UART0_RX
0x0300_1044",,,,,,,,
,XGPIOA[18],,I/O,JTAG_CPU_TCK,3,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TCK
0x0300_1068",,,,,,,,
,XGPIOA[19],,I/O,JTAG_CPU_TMS,3,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TMS
0x0300_1064",,,,,,,,
,XGPIOA[20],,I/O,JTAG_CPU_TRST,3,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TRST
0x0300_106C",,,,,,,,
,XGPIOA[21],,I/O,EMMC_RSTN,3,"FMUX_GPIO_REG_IOCTRL_EMMC_RSTN
0x0300_1048",,,,,,,,
,XGPIOA[22],,I/O,EMMC_CLK,3,"FMUX_GPIO_REG_IOCTRL_EMMC_CLK
0x0300_1050",,,,,,,,
,XGPIOA[23],,I/O,EMMC_CMD,3,"FMUX_GPIO_REG_IOCTRL_EMMC_CMD
0x0300_105C",,,,,,,,
,XGPIOA[24],,I/O,EMMC_DAT1,3,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT1
0x0300_1060",,,,,,,,
,XGPIOA[25],,I/O,EMMC_DAT0,3,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT0
0x0300_1054",,,,,,,,
,XGPIOA[26],,I/O,EMMC_DAT2,3,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT2
0x0300_104C",,,,,,,,
,XGPIOA[27],,I/O,EMMC_DAT3,3,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT3
0x0300_1058",,,,,,,,
,XGPIOA[28],,I/O,IIC0_SCL,3,"FMUX_GPIO_REG_IOCTRL_IIC0_SCL
0x0300_1070",,,,,,,,
,XGPIOA[29],,I/O,IIC0_SDA,3,"FMUX_GPIO_REG_IOCTRL_IIC0_SDA
0x0300_1074",,,,,,,,
,XGPIOA[30],,I/O,AUX0,3,"FMUX_GPIO_REG_IOCTRL_AUX0
0x0300_1078",,,,,,,,
,XGPIOB[0],,I/O,PWM0_BUCK,3,"FMUX_GPIO_REG_IOCTRL_PWM0_BUCK
0x0300_10EC",,,,,,,,
,XGPIOB[1],,I/O,ADC3,3,"FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",,,,,,,,
,XGPIOB[10],,I/O,MUX_SPI1_CS,3,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,XGPIOB[11],,I/O,VIVO_D10,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,XGPIOB[12],,I/O,VIVO_D9,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",,,,,,,,
,XGPIOB[13],,I/O,VIVO_D8,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
,XGPIOB[14],,I/O,VIVO_D7,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
,XGPIOB[15],,I/O,VIVO_D6,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,XGPIOB[16],,I/O,VIVO_D5,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,XGPIOB[17],,I/O,VIVO_D4,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,XGPIOB[18],,I/O,VIVO_D3,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,XGPIOB[19],,I/O,VIVO_D2,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,XGPIOB[2],,I/O,ADC2,3,"FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",,,,,,,,
,XGPIOB[20],,I/O,VIVO_D1,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,XGPIOB[21],,I/O,VIVO_D0,3,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
,XGPIOB[22],,I/O,VIVO_CLK,3,"FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",,,,,,,,
,XGPIOB[23],,I/O,GPIO_RTX___EPHY_RTX,3,"FMUX_GPIO_REG_IOCTRL_GPIO_RTX
0x0300_11CC",,,,,,,,
,XGPIOB[24],,I/O,PAD_ETH_TXM___EPHY_RXP,3,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,XGPIOB[25],,I/O,PAD_ETH_TXP___EPHY_RXN,3,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,XGPIOB[26],,I/O,PAD_ETH_RXM___EPHY_TXP,3,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",,,,,,,,
,XGPIOB[27],,I/O,PAD_ETH_RXP___EPHY_TXN,3,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",,,,,,,,
,XGPIOB[3],,I/O,ADC1,3,"FMUX_GPIO_REG_IOCTRL_ADC1
0x0300_10F8",,,,,,,,
,XGPIOB[4],,I/O,USB_ID,3,"FMUX_GPIO_REG_IOCTRL_USB_ID
0x0300_10FC",,,,,,,,
,XGPIOB[5],,I/O,USB_VBUS_EN,3,"FMUX_GPIO_REG_IOCTRL_USB_VBUS_EN
0x0300_1100",,,,,,,,
,XGPIOB[6],,I/O,USB_VBUS_DET,3,"FMUX_GPIO_REG_IOCTRL_USB_VBUS_DET
0x0300_1108",,,,,,,,
,XGPIOB[7],,I/O,MUX_SPI1_MOSI,3,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,XGPIOB[8],,I/O,MUX_SPI1_MISO,3,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,XGPIOB[9],,I/O,MUX_SPI1_SCK,3,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,XGPIOC[0],,I/O,PAD_MIPIRX5N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5N
0x0300_1164",,,,,,,,
,XGPIOC[1],,I/O,PAD_MIPIRX5P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5P
0x0300_1168",,,,,,,,
,XGPIOC[2],,I/O,PAD_MIPIRX4N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,XGPIOC[3],,I/O,PAD_MIPIRX4P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,XGPIOC[4],,I/O,PAD_MIPIRX3N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3N
0x0300_1174",,,,,,,,
,XGPIOC[5],,I/O,PAD_MIPIRX3P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3P
0x0300_1178",,,,,,,,
,XGPIOC[6],,I/O,PAD_MIPIRX2N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2N
0x0300_117C",,,,,,,,
,XGPIOC[7],,I/O,PAD_MIPIRX2P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2P
0x0300_1180",,,,,,,,
,XGPIOC[8],,I/O,PAD_MIPIRX1N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1N
0x0300_1184",,,,,,,,
,XGPIOC[9],,I/O,PAD_MIPIRX1P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1P
0x0300_1188",,,,,,,,
,XGPIOC[10],,I/O,PAD_MIPIRX0N,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0N
0x0300_118C",,,,,,,,
,XGPIOC[11],,I/O,PAD_MIPIRX0P,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0P
0x0300_1190",,,,,,,,
,XGPIOC[12],,I/O,PAD_MIPI_TXM0,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM0
0x0300_11B4",,,,,,,,
,XGPIOC[13],,I/O,PAD_MIPI_TXP0,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP0
0x0300_11B8",,,,,,,,
,XGPIOC[14],,I/O,PAD_MIPI_TXM1,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,XGPIOC[15],,I/O,PAD_MIPI_TXP1,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,XGPIOC[16],,I/O,PAD_MIPI_TXM2,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,XGPIOC[17],,I/O,PAD_MIPI_TXP2,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,XGPIOC[18],,I/O,PAD_MIPI_TXM4,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,XGPIOC[19],,I/O,PAD_MIPI_TXP4,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",,,,,,,,
,XGPIOC[20],,I/O,PAD_MIPI_TXM3,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",,,,,,,,
,XGPIOC[21],,I/O,PAD_MIPI_TXP3,3,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",,,,,,,,
,XGPIOC[22],,I/O,PAD_AUD_AINR_MIC,3,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINR_MIC
0x0300_11C0",,,,,,,,
,XGPIOC[23],,I/O,PAD_AUD_AINL_MIC,3,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINL_MIC
0x0300_11BC",,,,,,,,
,XGPIOC[24],,I/O,PAD_AUD_AOUTR,3,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTR
0x0300_11C8",,,,,,,,
,XGPIOC[25],,I/O,PAD_AUD_AOUTL,3,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTL
0x0300_11C4",,,,,,,,
No die domain GPIO,PWR_GPIO[0],,I/O,PWR_GPIO0,0,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO0
0x0300_10A4",,,,,,,,
,PWR_GPIO[3],,I/O,PWR_SEQ1,3,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ1
0x0300_1084",,,,,,,,
,PWR_GPIO[4],,I/O,PWR_SEQ2,3,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ2
0x0300_1088",,,,,,,,
,PWR_GPIO[5],,I/O,PWR_SEQ3,3,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ3
0x0300_108C",,,,,,,,
,PWR_GPIO[6](,,I/O,PWR_WAKEUP0,3,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP0
0x0300_1090",,,,,,,,
,PWR_GPIO[7],,I/O,PWR_WAKEUP1,3,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP1
0x0300_1094",,,,,,,,
,PWR_GPIO[8],,I/O,PWR_BUTTON1,3,"FMUX_GPIO_REG_IOCTRL_PWR_BUTTON1
0x0300_1098",,,,,,,,
,PWR_GPIO[9],,I/O,PWR_ON,3,"FMUX_GPIO_REG_IOCTRL_PWR_ON
0x0300_109C",,,,,,,,
,PWR_GPIO[10],,I/O,CLK32K,3,"FMUX_GPIO_REG_IOCTRL_CLK32K
0x0300_10B0",,,,,,,,
,PWR_GPIO[11],,I/O,CLK25M,3,"FMUX_GPIO_REG_IOCTRL_CLK25M
0x0300_10B4",,,,,,,,
,PWR_GPIO[12],,I/O,IIC2_SCL,3,"FMUX_GPIO_REG_IOCTRL_IIC2_SCL
0x0300_10B8",,,,,,,,
,PWR_GPIO[13],,I/O,IIC2_SDA,3,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,PWR_GPIO[14],,I/O,UART2_TX,3,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
,PWR_GPIO[15],,I/O,UART2_RTS,3,"FMUX_GPIO_REG_IOCTRL_UART2_RTS
0x0300_10C4",,,,,,,,
,PWR_GPIO[16],,I/O,UART2_RX,3,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,PWR_GPIO[17],,I/O,UART2_CTS,3,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,PWR_GPIO[18],,I/O,SD1_D3,3,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,PWR_GPIO[19],,I/O,SD1_D2,3,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,PWR_GPIO[20],,I/O,SD1_D1,3,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,PWR_GPIO[21],,I/O,SD1_D0,3,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,PWR_GPIO[22],,I/O,SD1_CMD,3,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,PWR_GPIO[23],,I/O,SD1_CLK,3,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,PWR_GPIO[24],,I/O,GPIO_ZQ___PAD_ZQ,3,"FMUX_GPIO_REG_IOCTRL_GPIO_ZQ
0x0300_11D0",,,,,,,,
Debug,DBG[0],,O,SD0_CLK,7,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,DBG[0],,O,CLK32K,7,"FMUX_GPIO_REG_IOCTRL_CLK32K
0x0300_10B0",,,,,,,,
,DBG[0],,O,PAD_MIPIRX5N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5N
0x0300_1164",,,,,,,,
,DBG[1],,O,SD0_CMD,7,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,DBG[1],,O,CLK25M,7,"FMUX_GPIO_REG_IOCTRL_CLK25M
0x0300_10B4",,,,,,,,
,DBG[1],,O,PAD_MIPIRX5P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5P
0x0300_1168",,,,,,,,
,DBG[10],,O,IIC0_SCL,7,"FMUX_GPIO_REG_IOCTRL_IIC0_SCL
0x0300_1070",,,,,,,,
,DBG[10],,O,PAD_MIPIRX0N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0N
0x0300_118C",,,,,,,,
,DBG[11],,O,IIC0_SDA,7,"FMUX_GPIO_REG_IOCTRL_IIC0_SDA
0x0300_1074",,,,,,,,
,DBG[11],,O,PAD_MIPIRX0P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0P
0x0300_1190",,,,,,,,
,DBG[12],,O,AUX0,7,"FMUX_GPIO_REG_IOCTRL_AUX0
0x0300_1078",,,,,,,,
,DBG[12],,O,PAD_MIPI_TXM0,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM0
0x0300_11B4",,,,,,,,
,DBG[13],,O,MUX_SPI1_MOSI,7,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,DBG[13],,O,PAD_MIPI_TXP0,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP0
0x0300_11B8",,,,,,,,
,DBG[14],,O,MUX_SPI1_MISO,7,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,DBG[14],,O,PAD_MIPI_TXM1,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,DBG[15],,O,MUX_SPI1_SCK,7,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,DBG[15],,O,PAD_MIPI_TXP1,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,DBG[16],,O,MUX_SPI1_CS,7,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,DBG[18],,O,PAD_MIPI_TXM4,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,DBG[19],,O,PAD_MIPI_TXP4,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",,,,,,,,
,DBG[2],,O,SD0_D0,7,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,DBG[3],,O,SD0_D1,7,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,DBG[4],,O,SD0_D2,7,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,DBG[5],,O,SD0_D3,7,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,DBG[6],,O,UART0_TX,7,"FMUX_GPIO_REG_IOCTRL_UART0_TX
0x0300_1040",,,,,,,,
,DBG[6],,O,PAD_MIPIRX2N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2N
0x0300_117C",,,,,,,,
,DBG[7],,O,UART0_RX,7,"FMUX_GPIO_REG_IOCTRL_UART0_RX
0x0300_1044",,,,,,,,
,DBG[7],,O,PAD_MIPIRX2P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2P
0x0300_1180",,,,,,,,
,DBG[8],,O,PAD_MIPIRX1N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1N
0x0300_1184",,,,,,,,
,DBG[9],,O,PAD_MIPIRX1P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1P
0x0300_1188",,,,,,,,
Others,MUX_SPI1_CS,,I/O,PAD_MIPIRX4P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,MUX_SPI1_MISO,,I/O,PAD_MIPIRX3N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3N
0x0300_1174",,,,,,,,
,MUX_SPI1_MOSI,,I/O,PAD_MIPIRX3P,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3P
0x0300_1178",,,,,,,,
,MUX_SPI1_SCK,,I/O,PAD_MIPIRX4N,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,PKG_TYPE0,,I,PKG_TYPE0,0,"FMUX_GPIO_REG_IOCTRL_PKG_TYPE0
0x0300_1104",,,,,,,,
,PKG_TYPE1,,I,PKG_TYPE1,0,"FMUX_GPIO_REG_IOCTRL_PKG_TYPE1
0x0300_110C",,,,,,,,
,PKG_TYPE2,,I,PKG_TYPE2,0,"FMUX_GPIO_REG_IOCTRL_PKG_TYPE2
0x0300_1110",,,,,,,,
